Timestamp,Ultrasonic Distance,Water Temperature,Air Temperature,Humidity,Water Flow
7/11/2024 11:56,102.2319521,24.98437856,29.12538044,81.65390104,10.05914385
7/11/2024 12:06,108.5322673,26.13641415,19.5573421,57.24528311,9.78551936
7/11/2024 12:16,96.62457109,29.80502915,16.83330275,55.14855163,9.855463711
7/11/2024 12:26,95.43318684,28.67575588,29.11715478,43.7611876,10.28088629
7/11/2024 12:36,98.2733207,20.96185454,22.71709342,50.11987945,10.18183844
7/11/2024 12:46,97.53133727,25.73084927,20.2849156,65.09600772,9.50522006
7/11/2024 12:56,101.3892063,22.62856601,20.88813656,78.19056497,9.68484849
7/11/2024 13:06,94.73216393,26.93067272,22.51056332,62.29536601,10.64944983
7/11/2024 13:16,94.09048583,24.2226994,23.33666348,60.13901019,10.47521163
7/11/2024 13:26,95.96651033,19.67674374,21.8950295,42.27142708,9.9174031
7/11/2024 13:36,105.1787434,41.17434596,24.41573799,42.28924408,9.244894558
7/11/2024 13:46,97.29605898,24.37928259,21.67260016,30.91602944,9.679085178
7/11/2024 13:56,109.1119095,22.3709891,21.03048544,92.53296618,9.395255892
7/11/2024 14:06,97.5213776,26.55250697,22.29353629,63.9601484,10.13019444
7/11/2024 14:16,95.19950772,23.46506122,21.16971038,71.43969407,9.799301689
7/11/2024 14:26,92.43352839,50.90033582,22.85619265,74.69740012,10.21881006
7/11/2024 14:36,102.2860602,23.96302596,23.0400011,58.73967286,10.62024271
7/11/2024 14:46,95.93029924,22.76178651,20.8284947,60.71439234,9.7414709
7/11/2024 14:56,110.876325,21.67211805,24.71793701,50.7735145,9.647103643
7/11/2024 15:06,106.2520005,23.21925312,14.76521563,57.73030637,10.2813132
7/11/2024 15:16,113.9433889,27.32554842,20.11931096,53.22787263,9.135911203
7/11/2024 15:26,262.4888405,21.75219343,19.93574252,72.49100322,9.914930127
7/11/2024 15:36,102.4268817,23.23965121,23.03826027,71.18133764,11.05627486
7/11/2024 15:46,99.2192691,39.36079196,18.57123449,65.7618957,10.49430373
7/11/2024 15:56,96.68500047,27.82811477,22.3463236,50.59535273,9.363113397
7/11/2024 16:06,95.50468427,22.93301921,17.61499576,70.7833935,0.129772266
7/11/2024 16:16,98.73177718,23.97073205,20.78086783,45.45466113,9.637475677
7/11/2024 16:26,95.02181322,34.82994118,29.15831632,52.24422584,9.905532019
7/11/2024 16:36,100.4755834,25.86694883,23.79750643,51.06311239,9.462410016
7/11/2024 16:46,99.96409188,24.58977336,19.00874158,87.01359933,9.502099393
7/11/2024 16:56,104.6934715,26.231223,22.81311535,42.75225258,9.371782006
7/11/2024 17:06,105.486091,26.13933183,8.624698511,60.96196522,10.02240939
7/11/2024 17:16,101.9209241,25.73826933,21.96475037,38.67133828,11.13835854
7/11/2024 17:26,98.1248216,22.25215381,25.80468366,93.17943452,9.551690751
7/11/2024 17:36,110.8995002,25.54917841,23.32159795,74.30093856,10.14719013
7/11/2024 17:46,95.30606137,37.27483142,26.16100281,52.91315034,10.23454188
7/11/2024 17:56,105.550795,24.05427466,22.69477658,96.91090654,10.083903
7/11/2024 18:06,93.57595618,28.47544281,24.95841726,52.67354177,0.796585398
7/11/2024 18:16,100.6430044,25.16136142,10.48334592,68.32756232,9.356632138
7/11/2024 18:26,101.6779281,25.17552833,21.12140896,42.49676912,10.83646606
7/11/2024 18:36,99.8722517,37.19688835,22.20655155,52.77837898,10.61267548
7/11/2024 18:46,97.5653975,38.54576365,22.73476967,57.10305492,10.07677363
7/11/2024 18:56,97.7626516,23.85591573,21.82027946,99.71020597,9.578225862
7/11/2024 19:06,94.43677038,40.85916038,18.86105372,59.74507061,10.44175956
7/11/2024 19:16,92.62287948,26.09502282,21.54301669,41.53592639,9.463703882
7/11/2024 19:26,104.4553746,22.01245825,25.58351343,65.09908342,10.10172928
7/11/2024 19:36,305.2811231,25.88574926,22.9981324,35.85564742,9.022941185
7/11/2024 19:46,106.4182653,29.20079192,24.52957479,57.37421054,9.784926243
7/11/2024 19:56,228.8822131,24.58890286,24.04828617,35.85121193,9.555949149
7/11/2024 20:06,95.43389468,24.00171462,18.14144991,64.90775596,10.24491344
7/11/2024 20:16,96.60261234,25.90655429,11.27115333,53.22244826,9.81683127
7/11/2024 20:26,97.55668064,24.15658286,22.74867111,63.48687684,10.4884277
7/11/2024 20:36,99.75899293,24.86862491,10.87124327,56.05869502,10.65003252
7/11/2024 20:46,95.08950284,22.53424432,18.28330889,52.52633916,10.05370518
7/11/2024 20:56,106.8901336,26.4995739,23.06039215,52.25066475,9.059420424
7/11/2024 21:06,113.5856673,19.93343838,17.53361144,81.18716339,10.04546625
7/11/2024 21:16,101.7139306,23.31030784,23.35033925,64.99279155,9.34335812
7/11/2024 21:26,95.37427875,25.24227497,25.38854662,72.98674389,9.859354194
7/11/2024 21:36,99.78620343,21.96512347,18.61632457,54.86868988,10.51623828
7/11/2024 21:46,89.07722746,28.98053931,22.2929831,51.77927413,9.638966295
7/11/2024 21:56,101.6854826,22.81199405,20.35992147,64.36509965,9.995219414
7/11/2024 22:06,96.0803108,22.59638705,21.11114379,64.94484163,9.929607567
7/11/2024 22:16,102.9152459,27.55258737,22.42217855,53.09972355,0.997295929
7/11/2024 22:26,100.7163424,25.58799599,21.21275412,48.27958141,9.849639353
7/11/2024 22:36,96.10370029,26.42917749,16.87876807,42.78508034,10.09968332
7/11/2024 22:46,107.6088752,25.09743203,22.59026842,74.93145345,10.30775503
7/11/2024 22:56,97.01601821,23.90313241,16.98185795,67.40950095,10.3047571
